,song,year,artist,genre,lyrics
246681,death-will-never-conquer,2008,coldplay,Rock,"If sweet death should ever conquer me
Let me know, boys, let me know
If you hear him coming, won't you let me flee
Let me go, boys, let me go
One day, death is gonna conquer me
I'll be down where the waters flow
I hope sweet Heaven is a place for me
Let me know, boys, let me know
If sweet death should ever conquer me
Take me down to some place below
If you hear him coming, won't you set me free
Let me go, boys, let me go
If you hear him comin', won't you say for me
That I just don't want to go"
246682,42,2008,coldplay,Rock,"Those who are dead, are not dead
They're just living in my head
And since I fell for that spell
I am living there as well
Oh,
Time is so short and I'm sure
There must be something more
Those who are dead, are not dead
They're just living in my head, oh
And since I fell for that spell
I am living there as well, oh
Time is so short and I'm sure
There must be something more.
You thought you might be a ghost
You thought you might be a ghost
You didn't get to heaven but you made it close
You didn't get to heaven but you made it close
You thought you might be a ghost
You thought you might be a ghost
You didn't get to heaven but you made it close
You didn't get to heaven but you oh, oh,
Oh, oh,
Those who are dead are not dead
They're just living in my head
Oh"
246683,life-in-technicolor,2008,coldplay,Rock,"There's a wild wind blowing,
Down the corner of my street
Every night there the headlights are glowing
there's a cold war coming,
On the radio I heard
Baby it's a violent world
Oh love don't let me go
Won't you take me where the streetlights glow
I could hear it coming
I could hear the sirens sound
Now my feet won't touch the ground
Time came a-creepin'
Oh and time's a loaded gun
Every road is a ray of light
It goes o-o-on
Time only can lead you on
Still it's such a beautiful night
Oh love don't let me go
Won't you take me where the streetlights glow
I could hear it coming
Like a serenade of sound
Now my feet won't touch the ground
Gravity release me,
And don't ever hold me down
Now my feet won't touch the ground."
246684,yes,2008,coldplay,Rock,"When it started we had high hopes
Now my back's on the line
My back's on the ropes
When it started we were alright
But night makes a fool of us in daylight
Yeah we were dying of frustration
Saying ""Lord lead me not into temptation""
But it's not easy when she turns you on
Since they gone
If you'll only, if you'd only say yes
Whether you will's anybody's guess
God only, God knows I'm trying my best
But I'm just so tired of this loneliness
So, up they picked me by the big toe
I was held from the rooftop, then they let go
There's only screaming
Let the windows, down
As I crawl to the ground"
246685,glass-of-water,2008,coldplay,Rock,"Scared of losing all the time
He wrote it in a letter
He was a friend of mine
He heard you could see your future
Inside a glass of water
With ripples and the rhymes
He asked will I see heaven in mine?
Oh that is just the way it was
And nothing could be better
And nothing ever was
And they say you can see your future
Inside a glass of water
With riddles and the rhymes
But will I see heaven in mine?
Oh, oh, oh
Son, don't ask,
Neither how full nor empty is your glass
Cling to the mast
Spend your whole life living in the past
Going nowhere fast
So he wrote it on a wall
The hollowest of halos
Is no halo at all
And Televisions selling plastic figurines of leaders
Saying nothing at all
And you chime
Stars in heaven align
Oh
Son, don't ask,
Neither how full nor empty is your glass
Cling to the mast
Spend your whole life living in the past
Going nowhere fast
What are we drinking when we're done, just glasses of water"
246686,life-in-technicolor-ii,2008,coldplay,Rock,"There's a wild wind blowing,
Down the corner of my street
Every night there the headlights are glowing
There's a cold war coming,
On the radio I heard
Baby it's a violent world
Oh love don't let me go
Won't you take me where the streetlights glow
I could hear it coming
I could hear the sirens sound
Now my feet won't touch the ground
Time came a creepin'
Oh and time's a loaded gun
Every road is a ray of light
It goes on
Time only can lead you on
Still it's such a beautiful night
Oh love don't let me go
Won't you take me where the streetlights glow
I could hear it coming
Like a serenade of sound
Now my feet won't touch the ground
Gravity release me,
And don't ever hold me down
Now my feet won't touch the ground."
246687,famous-old-painters,2008,coldplay,Rock,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sweep alone
Sweep the streets I used to own
I used to roll the dice
Feel the fear in my enemy's eyes
Listen as the crowd would sing:
""Now the old king is dead! Long live the king!""
One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of sand, pillars of sand
I hear Jerusalem bells a ringing
Roman Cavalry choirs are singing
Be my mirror, my sword, and shield
My missionaries in a foreign field
For some reason I can't explain
Once you go there was never, never an honest word
That was when I ruled the world
It was the wicked and wild wind
Blew down the doors to let me in.
Shattered windows and the sound of drums
People couldn't believe what I'd become
Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh, who would ever want to be king?
I hear Jerusalem bells a ringing
Roman Cavalry choirs are singing
Be my mirror, my sword, and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter will call my name
Never an honest word
But that was when I ruled the world
(Ohhhhh Ohhh Ohhh)
I hear Jerusalem bells a ringing
Roman Cavalry choirs are singing
Be my mirror, my sword, and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter will call my name
Never an honest word
But that was when I ruled the world
Oooooh Oooooh Oooooh"
246688,lhuna,2008,coldplay,Rock,"I'm all by myself, I don't need anybody else
I'm all by myself, no help
I'm all on my own quietly sleeping in my home
I'm all on my own, my own
Hello, won't you let me come in?
Lhuna, can't you hear how much I'm suffering?
Hello, won't you let me know?
'Cause I'm all alone, all alone
We are dreaming about Lhuna
The smell of her, the touch and the taste of her
Dreaming about Lhuna
Her and me simultaneously
I don't know what the time is
I don't know where you've flown
And I don't know why you're so far from home
Hello, won't you let me come in?
Lhuna, can't you hear how much I'm suffering?
Hello, won't you let me know?
'Cause I'm all alone, all alone
We are dreaming about Lhuna
The smell of her, the touch and the taste of her
Dreaming about Lhuna
Her and me simultaneously
Her and me, effortlessly
Oh, her and me effortlessly"
246689,strawberry-swing,2008,coldplay,Rock,"They were sitting
They were talking in the strawberry swing
Every moment was so precious
They were sitting
They were talking in the strawberry swing
Everybody was for fighting
Wouldn't wanna waste a thing
Cold, cold water
Bring me round
Now my feet won't touch the ground
Cold, cold water
What ya say?
It's such
It's such a perfect day
It's such a perfect day
I remember
We were walking up to strawberry swing
I can't wait 'til the morning
Wouldn't wanna change a thing
People moving all the time
Inside a perfectly straight line
Don't you wanna curve away
It's such
It's such a perfect day
It's such a perfect day
Now the sky could be blue
I don't mind
Without you it's a waste of time
Could be blue
I don't mind
Without you it's a waste of time
Could be blue,
Could be grey
Without you I'm just miles away
Could be blue
I don't mind
Without you it's a waste of time."
246690,lost-jay-z-remix,2008,coldplay,Rock,"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I will cross
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserve
No better and no worse
I just got lost
Every river that I've tried to cross
And every door I ever tried was locked
Oh, and I'm just waiting 'till the shine wears off.
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come
A bigger one
And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh, and I'm just waiting 'till the firing starts
Oh, and I'm just waiting 'till the shine wears off
Oh, and I'm just waiting 'till the shine wears off
Oh, and I'm just waiting 'till the shine wears off
Oh, and I'm just waiting 'till the shine wears off."
246691,lovers-in-japan,2008,coldplay,Rock,"Lovers keep on the road your on
Runners until the race is run
Soldiers you've got to soldier on
Sometimes even right is wrong
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, were gonna get out
Tonight, maybe we're gonna run
Dreamin' of the Osaka sun
Ohh, ohh, ohhh
Dreamin' of when the morning comes
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, the sun will come out
Reign of love
I can't let go
To the sea I offer
This heavy load
Locusts will
Lift me up
I'm just a prisoner
In a reign of love
Locusts will
Let us stop
I wish I'd spoken
To the reign of love
Reign of love
By the church, we?re waiting
Reign of love
My knees go praying
How I wish
I'd spoken up
Or we'd be carried
In the reign of love"
246692,a-sky-full-of-stars,2014,coldplay,Rock,"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path
I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you
'Cause you're a sky, 'cause you're a sky full of stars
I wanna die in your arms
'Cause you get lighter the more it gets dark
I'm gonna give you my heart
I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you
I think I see you"
246693,all-your-friends,2014,coldplay,Rock,"On and on
You're told which side you're on
You're forced, you're thrown
To become side as to cut the corn
Aah
And all your friends they
Ride into the sunset
Fly into the sunset
And away they blow
And all your friends they
Ride into the sunset
Fly into the sunset
And away they're thrown
Into the fire
Ten below
The call come on the radio
Ahh
Over you go
And the red now all the rivers flow
The poppies grow
All your friends they
Ride into the sunset
Fly into the sunset
And away they're blown
All your friends they
Ride into the sunset
Arrive into the sunset
And they're taken home
Open fire
Open fire
Open fire
Open fire
Open fire
And fire
Just arrived, the fire"
246694,true-love,2014,coldplay,Rock,"For a second, I was in control
I had it once, I lost it though
And all along the fire below would rise
And I wish you could have let me know
What's really going on below
I've lost you now, you let met go but one last time
Tell me you love me, if you don't then lie, oh lie to me
Remember once upon a time, when I was yours and you were blind
The fire would sparkle in your eyes and mine"
246695,ink,2014,coldplay,Rock,"Got a tattoo that said ""together through life""
Carved in your name with my poker knife
And you wonder when you wake up, will it be alright oh oh
Feels like there's something broken inside
All I know
All I know
Is that in lost whenever you go
All I know is that I love you so
So much that it hurts
Got a tattoo and that paint is alright
Just wanted a way of keeping you inside (oh oh oh oh oh)
All I know
All I know
Is that I'm lost
In your fire bellow
All I know is that I love you so
So much that it hurts
I see the road begin to climb
I see the stars, begin to show
I see your colors and I'm dying of thirst
All I know is that I love you so
So much that it hurts
Oh yeah yeah yeah
So much that it hurts
So much that it hurts"
246696,midnight,2014,coldplay,Rock,"In the darkness before the dawn
In the swirling of this storm
When I'm rolling with the punches and hope is gone
Leave a light, a light on
Millions of miles from home
In the swirling swimming on
When I'm rolling with the thunder but bleed from thorns
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on
In the darkness before the dawn
In the darkness before the dawn
Leave a light, a light on
Leave a light, a light on"
246697,magic-coldplay,2014,coldplay,Rock,"Call it magic, call it true
I call it magic when I'm with you
And I just got broken, broken into two
Still I call it magic, when I'm next to you
And I don't, and I don't, and I don't, and I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
Ooh ooh ooh
Call it magic, cut me into two
And with all your magic, I disappear from view
And I can't get over, can't get over you
Still, I call it magic, such a precious jewel
And I don't, and I don't, and I don't, and I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
Wanna fall, I fall so far
I wanna fall, fall so hard
And I call it magic
And I call it true
Call it magic
Ooh ooh ooh
Ooh ooh ooh
Ooh ooh ooh
Ooh ooh ooh
And if you were to ask me
After all that we've been through
""Still believe in magic?""
Well yes, I do
Oh yes, I do
Oh yes, I do
Oh yes, I do
Of course I do"
246698,magic,2014,coldplay,Rock,"Call it magic, call it true
I call it magic when I'm with you
And I just got broken, broken into two
Still I call it magic, when I'm next to you
And I don't, and I don't, and I don't, and I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
Ooh ooh ooh
Call it magic, cut me into two
And with all your magic, I disappear from view
And I can't get over, can't get over you
Still, I call it magic, such a precious truth
And I don't, and I don't, and I don't, and I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
Wanna fall, I fall so far
I wanna fall, fall so hard
And I call it magic
And I call it true
Call it magic
Ooh ooh ooh
Ooh ooh ooh
Ooh ooh ooh
Ooh ooh ooh
And if you were to ask me
After all that we've been through
Still believe in magic?
Well yes, I do
Oh yes, I do
Oh yes, I do
Oh yes, I do
Of course I do"
246699,ghost-story,2014,coldplay,Rock,"Maybe I'm just a ghost
Disappear when anybody's close
Go through you when you travel
Travel over near
Maybe I'm just a ghost
Emptied by 'em, anybody knows
Maybe I'm on a rose
Or am I even here?
Yeah!
Every time I try to walk through walls
More walls appear
What's the point of feeling love for you
When you don't believe I'm here?
What's the point of trying to raise your voice
If no one ever hears?
Every time I try to pull you close
You disappear
Maybe I'm a ghost
Just a whisper in a path of smoke
A secret that nobody knows
No one will ever hear
Oh, maybe I'm a ghost
Specter on a roller coast
Fallen out of rose
Something people fear
Yeah!
And every time I thought I walk through walls
It's all become clear
What's the point of feeling love for you
When you don't believe I'm here?
What's the point saying ""Rescue me!""
If no one ever hears?
Every time I try to pull you close
You disappear
Every time I try to pull you close
You disappear
And every time I thought I walk through walls
It's all become clear
Every time I try to pull you close
You disappear
Every time I try to pull you close
You disappear"
246700,o,2014,coldplay,Rock,"A flock of birds
Hovering above
Just a flock of birds
That's how you think of love
And I always
Look up to the sky
Pray before the dawn
'Cause they fly always
Sometimes they arrive
Sometimes they are gone
They fly on
A flock of birds
Hovering above
Into smoke I'm turned
And rise following them up
Still I always
Look up to the sky
Pray before the dawn
'Cause they fly away
One minute they arrive,
Next you know they're gone
They fly on
Fly on
So fly on
Ride through
Maybe one day I'll fly next to you
They fly on
Ride through
Maybe one day I come fly with you
Fly on
Fly on
Fly on"
246701,oceans,2014,coldplay,Rock,"Wait for your call, love
The call never came
Ready to fall, love
Ready to claim
I'm ready for it all, love
I'm ready for a pain
Meet under sun
Meet me again
In the rain
In the rain
In the rain
The rain
Behind the walls, love
I'm trying to change
And I'm ready for it all, love
I'm ready for a change
Meet under blue sky
Meet me again
In the rain
The rain, the rain
In the rain
The rain
Got to find yourself alone in this world
You've got to find yourself alone"
246702,a-sky-full-of-stars-hardwell-remix,2014,coldplay,Rock,"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path
I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you
'Cause you're a sky, 'cause you're a sky full of stars
I wanna die in your arms
'Cause you get lighter the more it gets dark
I'm gonna give you my heart
I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you
I think I see you"
246703,miracles,2014,coldplay,Rock,"From up above I heard
The angels sing to me these words
And sometimes in your eyes
I see the beauty in the world
Oh, now I'm floating so high
I blossom and die
Send your storm and your lightning to strike
Me between the eyes
Eyes
Sometimes the stars decide
To reflect in puddles in the dirt
When I look in your eyes
I forget all about what hurts
Oh, now I'm floating so high
I blossom and die
Send your storm and your lightning to strike
Me between the eyes
And cry
Believe in miracles
Oh hey, I'm floating up above the world now
Oh hey, I'm floating up above the world now
Oh yeah, yeah, yeah
Uh, uh, uh, yeah, yeah, yeah
Uh, uh, uh"
246704,ghost-stories,2014,coldplay,Rock,"Maybe I'm just a ghost
Disappear when anybody's close
Go through you when you travel
Travel over near
Maybe I'm just a ghost
Emptied by 'em, anybody knows
Maybe I'm on a rose
Or am I even here?
Yeah!
Every time I try to walk through walls
More walls appear
What's the point of feeling love for you
When you don't believe I'm here?
What's the point of trying to raise your voice
If no one ever hears?
Every time I try to pull you close
You disappear
Maybe I'm a ghost
Just a whisper in a path of smoke
A secret that nobody knows
No one will ever hear
Oh, maybe I'm a ghost
Specter on a roller coast
Fallen out of rose
Something people fear
Yeah!
And every time I thought I walk through walls
It's all become clear
What's the point of feeling love for you
When you don't believe I'm here?
What's the point saying ""Rescue me!""
If no one ever hears?
Every time I try to pull you close
You disappear
Every time I try to pull you close
You disappear
And every time I thought I walk through walls
It's all become clear
Every time I try to pull you close
You disappear
Every time I try to pull you close
You disappear"
246705,a-head-full-of-dreams,2014,coldplay,Rock,"Oh, I think I've landed
In a world I hadn't seen
When I'm feeling ordinary
When I don't know what I mean
Oh, I think I've landed
Where there are miracles at work
For the thirst and for the hunger
Come the conference of birds
And say it's true
It's not what it seems
Leave your broken windows open
And in the light just streams
And you get a head
A head full of dreams
You can see the change you want to
Be what you want to be
When you get a head
A head full of dreams
It's a love, I've just been spoken
With a head full, a head full of dreams
Oh, I think I've landed
Where there are miracles at work
There you've got me open handed
When you got a lost of words
I sing, oh
Oh
Oh
Oh
Oh
Oh
A head full of dreams
Oh
Oh
Oh
A head full of dreams
Oh
It's a love, I've just been spoken
With a head full, a head full of dreams"
246706,fly-on,2014,coldplay,Rock,"A flock of birds
Hovering above
Just a flock of birds
That's how you think of love
And I always
Look up to the sky
Pray before the dawn
Cause they fly always
Sometimes they arrive
Sometimes they are gone
They fly on
A flock of birds
Hovering above
Into smoke i'm turned and rise
Following them up
Still I always
Look up to the sky
Pray before the dawn
Cause they fly away
One minute they arrive
Next you know they're gone
They fly on
Fly on
Ohhh
So fly on
Ride through
Maybe one day I'll fly next to you
Fly on
Ride through
Maybe one day I can fly with you
Fly on
Fly on
Fly on"
246707,another-s-arms,2014,coldplay,Rock,"Late night watching TV
Used to be you here beside me
Used to be your arms around me
Your body on my body
When the world means nothing to me
Another's arms, another's arms
When the pain just rips right through me
Another's arms, another's arms
Late night watching TV
Used to be you here beside me
Is there someone there to reach me?
Or someone there to find me
When the pain just rips right through me
Another's arms, another's arms
And this's just torture to me
Another's arms, another's arms
Pull yourself into me
Another's arms, another's arms
Love means nothing to me
Another's arms, another's arms
Got to pull you close into me
Another's arms, another's arms
Pull yourself right through me
Another's arms, another's arms
Late night watching TV
Wish that you were here beside me
Wish that your arms were around me
Your body on my body"
246708,always-in-my-head,2014,coldplay,Rock,"I think of you
I haven't slept
I think I do
But I don't forget
My body moves
Goes where I will
But though I try my heart stays still
It never moves
Just won't be led
And so my mouth waters to be fed
And you're always in my head
You're always in my head
You're always in my head
You're always in my head
You're always in my head
Always in my head
Always in my
This, I guess
Is to tell you you're chosen out from the rest"
